Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
CORDOBA,Calamuchita,Los Reartes,14007130,29,0,0,490,0,1,0,456,976
CORDOBA,Calamuchita,Parque Calmayo,14007160,0,0,0,0,0,0,0,36,36
CORDOBA,Calamuchita,San Agustín,14007180,110,0,0,0,0,0,0,1,111
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,0,0,0,0,0,0,0,11,11
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1272,1426,0,194,0,0,0,3161,6053
CORDOBA,Calamuchita,Villa Alpina,14007240,0,0,0,0,0,0,0,2,2
CORDOBA,Calamuchita,Villa Amancay,14007250,0,0,0,0,0,0,0,39,39
CORDOBA,Calamuchita,Villa Berna,14007260,31,0,0,0,0,0,0,6,37
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,0,0,0,0,0,0,0,252,252
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),14007170,0,0,0,0,0,0,0,8,8
CORDOBA,Calamuchita,Villa del Dique,14007290,555,0,0,256,128,0,0,947,1886
CORDOBA,Calamuchita,Villa General Belgrano,14007310,0,31,0,0,0,1,0,1068,1100
CORDOBA,Calamuchita,Villa Quillinzo,14007330,0,0,0,0,0,0,0,124,124
CORDOBA,Calamuchita,Villa Rumipal,14007340,0,0,0,47,0,0,0,974,1021
CORDOBA,Calamuchita,Villa San Miguel,14007170,0,0,0,0,0,0,0,5,5
CORDOBA,Calamuchita,Villa Yacanto,14007360,0,0,0,0,0,0,0,7,7
CORDOBA,Calamuchita,Las Caleras,14007100,0,0,0,0,0,0,0,7,7
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,0,0,0,0,0,0,0,9,9
CORDOBA,Calamuchita,Segunda Usina,14007220,0,0,0,0,0,0,0,67,67
CORDOBA,Calamuchita,Río de los Sauces,14007170,0,0,0,0,0,0,0,2,2
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,0,400,0,0,0,0,0,0,400
CORDOBA,Capital,Córdoba,14014010,47778,218599,44,222066,1218,11,0,4270,493986
CORDOBA,Capital,OTROS,Sin Datos,0,0,0,0,0,0,0,695,695
CORDOBA,Colón,Agua de Oro,14021010,370,0,0,65,0,0,0,65,500
CORDOBA,Colón,Ascochinga,14021020,121,0,0,1,0,0,0,0,122
CORDOBA,Colón,Colonia Caroya,14021050,1056,492,0,6263,0,0,0,39,7850
CORDOBA,Colón,El Manzano,14021110,125,0,0,0,0,0,0,20,145
CORDOBA,Colón,General Paz,14021130,161,0,0,0,0,0,0,0,161
CORDOBA,Colón,Jesús María,14021140,1036,3704,0,6647,0,0,0,18,11405
CORDOBA,Colón,La Calera,14021150,1104,6632,0,1417,316,1,0,496,9966
CORDOBA,Colón,La Granja,14021160,433,0,0,1,0,0,0,26,460
CORDOBA,Colón,Los Molles,14021180,0,0,0,0,0,2,0,0,2
CORDOBA,Colón,Malvinas Argentinas,14021190,1025,0,0,318,0,0,0,229,1572
CORDOBA,Colón,Mendiolaza,14021200,792,2546,0,868,2,0,0,215,4423
CORDOBA,Colón,OTROS,Sin Datos,0,0,0,0,0,0,0,287,287
CORDOBA,Colón,Pajas Blancas,14021220,0,0,0,0,0,0,0,19,19
CORDOBA,Colón,Río Ceballos,14021230,1009,5616,0,6,1,3,0,444,7079
CORDOBA,Colón,Saldán,14021240,57,3756,0,73,0,0,0,271,4157
CORDOBA,Colón,Salsipuedes,14021250,891,484,0,9,0,0,0,387,1771
CORDOBA,Colón,Unquillo,14021280,2127,889,0,1301,0,0,0,603,4920
CORDOBA,Colón,Villa Allende,14021290,1,6397,0,1907,4,0,0,484,8793
CORDOBA,Colón,Villa Cerro Azul,14021300,75,0,0,0,0,0,0,20,95
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,350,0,0,0,0,1,0,0,351
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,488,0,0,499,0,0,0,360,1347
CORDOBA,Colón,Dumesnil,14021270,0,0,0,33,0,0,0,0,33
CORDOBA,Colón,Mi Granja,14021210,0,0,0,4,0,0,0,0,4
CORDOBA,Colón,Colonia Tirolesa,14021060,1596,0,0,0,0,0,0,0,1596
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,0,0,0,0,6,0,0,1,7
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,0,0,0,0,0,0,0,8,8
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,0,0,0,0,0,0,0,2,2
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,0,0,0,0,0,0,0,2,2
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,1266,1733,0,3058,0,0,0,575,6632
CORDOBA,Cruz del Eje,El Brete,14028060,0,0,0,1,0,0,0,65,66
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,0,0,0,0,0,0,0,17,17
CORDOBA,Cruz del Eje,La Banda,14028090,0,0,0,0,0,1,0,0,1
CORDOBA,Cruz del Eje,La Batea,14028100,0,0,0,0,0,0,0,1,1
CORDOBA,Cruz del Eje,La Higuera,14028110,15,0,0,0,0,0,0,2,17
CORDOBA,Cruz del Eje,Las Playas,14028130,0,0,0,1,0,0,0,176,177
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,0,0,0,1,0,0,0,9,10
CORDOBA,Cruz del Eje,Media Naranja,14028150,0,0,0,0,0,0,0,60,60
CORDOBA,Cruz del Eje,Paso Viejo,14028160,68,0,0,0,0,0,0,36,104
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,0,16,0,429,0,0,0,199,644
CORDOBA,Cruz del Eje,Serrezuela,14028180,92,0,0,10,0,0,0,2,104
CORDOBA,Cruz del Eje,Tuclame,14028190,0,0,0,0,0,0,0,13,13
CORDOBA,Cruz del Eje,Villa de Soto,14028200,584,0,0,562,0,2,0,251,1399
CORDOBA,General Roca,Del Campillo,14035010,751,0,0,490,0,1,0,0,1242
CORDOBA,General Roca,Hipólito Bouchard,14035030,0,0,0,0,0,1,0,0,1
CORDOBA,General Roca,Huinca Renancó,14035040,572,0,1,1294,0,0,0,1097,2964
CORDOBA,General Roca,ITALÓ,14035050,0,0,0,0,171,0,0,0,171
CORDOBA,General Roca,Nicolás Bruzzone,14035070,0,0,0,0,0,0,0,91,91
CORDOBA,General Roca,PINCÉN,14035090,0,0,0,0,9,0,0,0,9
CORDOBA,General Roca,Villa Huidobro,14035120,0,789,10,2,0,1,0,1099,1901
CORDOBA,General Roca,Villa Valeria,14035140,678,0,0,0,0,1,0,241,920
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,0,1666,0,37,0,0,0,82,1785
CORDOBA,General San Martín,Arroyo Cabral,14042020,4,393,0,2,0,1,0,276,676
CORDOBA,General San Martín,Ausonia,14042030,0,0,0,1,0,0,0,1,2
CORDOBA,General San Martín,Chazón,14042040,0,405,0,0,4,0,0,0,409
CORDOBA,General San Martín,Etruria,14042050,31,1,0,0,2,1,0,0,35
CORDOBA,General San Martín,La Laguna,14042060,524,0,0,0,0,0,0,0,524
CORDOBA,General San Martín,La Playosa,14042080,650,0,0,0,0,1,0,69,720
CORDOBA,General San Martín,Pasco,14042110,0,0,0,1,0,0,0,0,1
CORDOBA,General San Martín,Silvio Pellico,14042130,150,0,0,0,0,0,0,65,215
CORDOBA,General San Martín,Ticino,14042140,0,663,0,6,0,3,0,0,672
CORDOBA,General San Martín,Tío Pujio,14042150,565,0,0,2,0,0,0,53,620
CORDOBA,General San Martín,Villa María,14042170,2205,15333,0,11557,0,2,0,1438,30535
CORDOBA,General San Martín,Villa Nueva,14042180,912,2242,0,1163,1,1,0,882,5201
CORDOBA,General San Martín,Arroyo Algodón,14042010,159,0,0,1,0,0,0,226,386
CORDOBA,General San Martín,La Palestina,14042070,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Chuña,14049030,0,0,0,0,0,2,0,102,104
CORDOBA,Ischilín,Copacabana,14049040,0,0,0,0,0,0,0,12,12
CORDOBA,Ischilín,Deán Funes,14049050,1836,1932,0,740,0,1,0,0,4509
CORDOBA,Ischilín,Esquina del Alambre,14049060,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Quilino,14049100,196,0,0,86,0,0,0,0,282
CORDOBA,Ischilín,Villa Quilino,14049130,0,0,0,30,0,0,0,0,30
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,414,0,0,0,0,0,0,280,694
CORDOBA,Juárez Celman,Bengolea,14056030,0,0,0,269,0,0,0,0,269
CORDOBA,Juárez Celman,Carnerillo,14056040,129,0,0,507,23,1,0,222,882
CORDOBA,Juárez Celman,Charras,14056050,0,0,0,1,0,0,0,12,13
CORDOBA,Juárez Celman,General Cabrera,14056070,886,0,0,0,0,0,0,0,886
CORDOBA,Juárez Celman,General Deheza,14056080,8,1281,0,3464,0,0,0,0,4753
CORDOBA,Juárez Celman,Huanchillas,14056090,0,0,0,11,0,0,0,0,11
CORDOBA,Juárez Celman,La Carlota,14056100,908,0,0,0,0,0,0,0,908
CORDOBA,Juárez Celman,Los Cisnes,14056110,2,0,0,208,0,0,0,39,249
CORDOBA,Juárez Celman,Olaeta,14056120,0,65,0,0,0,0,0,0,65
CORDOBA,Juárez Celman,Santa Eufemia,14056150,0,637,0,0,0,1,0,57,695
CORDOBA,Juárez Celman,Ucacha,14056160,126,1747,0,1,0,0,0,59,1933
CORDOBA,Juárez Celman,Villa Reducción,14056170,0,0,0,0,0,0,0,232,232
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,0,0,0,1,0,3,0,79,83
CORDOBA,Marcos Juárez,Arias,14063020,448,0,0,0,0,0,0,0,448
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1152,0,0,0,0,1,0,0,1153
CORDOBA,Marcos Juárez,Colonia Italiana,14063070,0,158,0,0,31,0,0,10,199
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,742,4591,0,1027,1790,0,0,48,8198
CORDOBA,Marcos Juárez,Cruz Alta,14063100,652,0,0,1,0,1,0,1,655
CORDOBA,Marcos Juárez,General Baldissera,14063110,451,0,0,0,0,1,0,0,452
CORDOBA,Marcos Juárez,General Roca,14063120,1183,0,0,1,0,2,0,0,1186
CORDOBA,Marcos Juárez,Guatimozín,14063130,811,0,0,0,593,1,0,23,1428
CORDOBA,Marcos Juárez,Inriville,14063140,220,0,0,0,0,0,0,89,309
CORDOBA,Marcos Juárez,Isla Verde,14063150,613,262,0,82,0,0,0,0,957
CORDOBA,Marcos Juárez,Leones,14063160,162,2558,0,1,0,0,0,23,2744
CORDOBA,Marcos Juárez,Los Surgentes,14063170,757,0,0,6,0,1,0,0,764
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,385,10215,0,4,0,0,0,240,10844
CORDOBA,Marcos Juárez,Monte Buey,14063190,1563,0,0,0,0,0,0,0,1563
CORDOBA,Marcos Juárez,Villa Elisa,14063230,1031,0,12,0,0,0,0,0,1043
CORDOBA,Marcos Juárez,Saira,14063210,255,0,0,0,0,0,0,0,255
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,0,0,0,30,0,0,0,143,173
CORDOBA,Marcos Juárez,Cavanagh,14063050,0,0,0,0,0,0,0,322,322
CORDOBA,Minas,Ciénaga del Coro,14070010,0,0,0,1,0,0,0,64,65
CORDOBA,Minas,La Playa,14070050,0,0,0,0,0,0,0,53,53
CORDOBA,Minas,San Carlos Minas,14070060,201,0,0,2,0,0,0,290,493
CORDOBA,Minas,Tosno,14070080,0,0,0,0,0,0,0,27,27
CORDOBA,Minas,El Chacho,14070020,0,0,0,1,0,0,0,173,174
CORDOBA,Minas,Estancia de Guadalupe,14070030,0,0,0,0,0,0,0,35,35
CORDOBA,Minas,Guasapampa,14070040,0,0,0,0,0,0,0,34,34
CORDOBA,Minas,Talaini,14070070,0,0,0,0,0,0,0,23,23
CORDOBA,OTROS,OTROS,Sin Datos,0,0,0,0,485,0,0,268,753
CORDOBA,Pocho,Chancani,14077010,0,0,0,0,0,0,0,97,97
CORDOBA,Pocho,Las Palmas,14077020,0,0,0,0,0,0,0,9,9
CORDOBA,Pocho,Salsacate,14077040,147,0,0,3,0,1,0,298,449
CORDOBA,Pocho,Villa de Pocho,14077080,0,0,0,0,0,0,0,40,40
CORDOBA,Pocho,Los Talares,14077030,0,0,0,0,0,0,0,39,39
CORDOBA,Pocho,San Gerónimo,14077050,0,0,0,0,0,0,0,11,11
CORDOBA,Pocho,Tala Cañada,14077060,0,0,0,0,0,0,0,39,39
CORDOBA,Pocho,Taninga,14077070,0,0,0,0,0,0,0,167,167
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,2,2418,0,1,29,0,0,148,2598
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,0,0,2,17,1,0,38,453
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,1067,5738,0,1,1,0,0,1174,7981
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,0,0,0,10,21,0,0,389,420
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,0,0,0,0,0,0,0,29,29
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,0,0,0,0,0,0,0,132,132
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,0,1033,0,0,0,1,0,81,1115
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,14084080,0,0,0,0,0,0,0,42,42
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,0,0,0,1,0,0,0,0,1
CORDOBA,Punilla,Bialet Massé,14091020,821,0,0,1,0,0,0,333,1155
CORDOBA,Punilla,Cabalango,14091030,0,0,0,0,0,0,0,207,207
CORDOBA,Punilla,Capilla del Monte,14091040,1560,457,0,0,0,0,0,282,2299
CORDOBA,Punilla,Casa Grande,14091050,0,0,0,0,0,0,0,57,57
CORDOBA,Punilla,Charbonier,14091060,0,0,0,0,0,0,0,102,102
CORDOBA,Punilla,Cosquín,14091070,1256,4855,0,0,0,0,0,113,6224
CORDOBA,Punilla,Cuesta Blanca,14091080,0,0,0,0,0,0,0,40,40
CORDOBA,Punilla,Estancia Vieja,14091090,0,0,0,0,0,0,0,216,216
CORDOBA,Punilla,Huerta Grande,14091100,0,130,0,1172,0,0,0,91,1393
CORDOBA,Punilla,La Cumbre,14091110,1007,0,0,0,0,0,0,179,1186
CORDOBA,Punilla,La Falda,14091120,1058,4842,0,9,0,0,0,24,5933
CORDOBA,Punilla,Las Jarillas,14091130,0,0,0,0,0,0,0,4,4
CORDOBA,Punilla,Los Cocos,14091140,206,0,0,0,0,0,0,52,258
CORDOBA,Punilla,Mayu Sumaj,14091160,0,131,0,0,0,0,0,49,180
CORDOBA,Punilla,San Antonio de Arredondo,14091180,0,1425,0,1,0,0,0,112,1538
CORDOBA,Punilla,San Esteban,14091190,61,0,0,0,0,0,0,42,103
CORDOBA,Punilla,San Roque,14091200,0,0,0,1,0,0,0,233,234
CORDOBA,Punilla,Santa María de Punilla,14091210,1234,0,0,2,1,0,0,113,1350
CORDOBA,Punilla,Tala Huasi,14091220,0,0,0,0,0,0,0,15,15
CORDOBA,Punilla,Tanti,14091230,0,0,0,0,225,0,0,373,598
CORDOBA,Punilla,Valle Hermoso,14091240,834,62,0,229,0,0,0,116,1241
CORDOBA,Punilla,Villa Carlos Paz,14091250,1765,22551,0,9,1,2,0,642,24970
CORDOBA,Punilla,Villa Giardino,14091270,885,0,0,634,0,0,0,297,1816
CORDOBA,Punilla,Villa Parque Siquimán,14091290,0,0,0,0,0,0,0,285,285
CORDOBA,Punilla,Villa Río Icho Cruz,14091300,0,0,0,0,0,0,0,147,147
CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,257,0,0,0,0,0,0,279,536
CORDOBA,Río Cuarto,Achiras,14098010,0,0,0,50,0,0,0,258,308
CORDOBA,Río Cuarto,Adelia María,14098020,353,2469,0,15,0,0,0,179,3016
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,429,0,0,884,0,1,0,0,1314
CORDOBA,Río Cuarto,ALPA CORRAL,14098040,0,0,0,0,160,0,0,0,160
CORDOBA,Río Cuarto,Berrotarán,14098050,570,1689,0,3,0,0,0,137,2399
CORDOBA,Río Cuarto,Bulnes,14098060,50,0,0,0,0,1,0,0,51
CORDOBA,Río Cuarto,Chaján,14098070,0,0,0,78,0,1,0,0,79
CORDOBA,Río Cuarto,Chucul,14098080,18,0,0,3,0,0,0,74,95
CORDOBA,Río Cuarto,Coronel Moldes,14098100,440,0,0,0,1340,0,0,0,1780
CORDOBA,Río Cuarto,Elena,14098110,120,0,0,596,0,0,0,86,802
CORDOBA,Río Cuarto,La Carolina,14098120,7,0,0,0,0,2,0,66,75
CORDOBA,Río Cuarto,Las Acequias,14098150,422,0,0,8,0,0,0,0,430
CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160,8,0,0,0,14,0,0,0,22
CORDOBA,Río Cuarto,Las Higueras,14098170,195,574,0,738,0,0,0,0,1507
CORDOBA,Río Cuarto,Las Peñas,14098180,5,0,0,0,0,0,0,25,30
CORDOBA,Río Cuarto,Las Vertientes,14098190,46,0,0,25,0,0,0,0,71
CORDOBA,Río Cuarto,OTROS,Sin Datos,0,0,0,1,30,0,0,0,31
CORDOBA,Río Cuarto,Río Cuarto,14098230,5889,37344,1,22506,0,7,0,1063,66810
CORDOBA,Río Cuarto,SAMPACHO,14098240,550,0,0,30,1070,0,0,219,1869
CORDOBA,Río Cuarto,San Basilio,14098250,37,0,0,865,0,1,0,0,903
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,449,0,0,0,0,0,0,0,449
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2237,1504,0,71,0,1,0,0,3813
CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300,0,0,0,0,4,0,0,0,4
CORDOBA,Río Cuarto,Washington,14098320,0,0,0,0,0,0,0,38,38
CORDOBA,Río Cuarto,Coronel Baigorria,14098090,0,0,0,1,0,0,0,0,1
CORDOBA,Río Primero,Cañada de Machado,14105020,0,0,0,0,0,0,0,11,11
CORDOBA,Río Primero,Esquina,14105090,0,0,0,47,0,1,0,0,48
CORDOBA,Río Primero,La Para,14105110,0,1167,0,4,0,1,0,154,1326
CORDOBA,Río Primero,La Puerta,14105130,0,0,0,1,0,0,0,100,101
CORDOBA,Río Primero,Montecristo,14105190,217,0,0,1331,0,2,0,185,1735
CORDOBA,Río Primero,OTROS,Sin Datos,0,0,0,0,0,0,0,20,20
CORDOBA,Río Primero,Piquillín,14105210,148,0,0,0,0,0,0,0,148
CORDOBA,Río Primero,Río Primero,14105240,1184,0,0,703,0,0,0,187,2074
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,363,0,0,806,0,0,0,339,1508
CORDOBA,Río Primero,Villa Fontana,14105270,0,0,0,225,0,0,0,180,405
CORDOBA,Río Primero,Diego de Rojas,14105060,0,0,0,1,0,0,0,0,1
CORDOBA,Río Primero,La Quinta,14105140,0,0,0,0,0,0,0,21,21
CORDOBA,Río Seco,Sebastián Elcano,14112110,0,0,0,2,0,0,0,0,2
CORDOBA,Río Seco,Villa de María,14112130,0,610,0,0,427,0,0,242,1279
CORDOBA,Río Seco,Cerro Colorado,14112010,0,0,0,0,0,0,0,60,60
CORDOBA,Río Seco,Rayo Cortado,14112080,0,0,0,0,0,0,0,57,57
CORDOBA,Río Segundo,Capilla del Carmen,14119030,0,149,0,0,0,0,0,14,163
CORDOBA,Río Segundo,Carrilobo,14119040,0,614,0,0,0,1,0,64,679
CORDOBA,Río Segundo,Colazo,14119050,0,0,0,2,0,1,0,0,3
CORDOBA,Río Segundo,Costasacate,14119070,126,0,0,153,0,0,0,12,291
CORDOBA,Río Segundo,Laguna Larga,14119090,709,0,0,1,0,0,0,704,1414
CORDOBA,Río Segundo,Las Junturas,14119100,62,0,0,514,0,1,0,0,577
CORDOBA,Río Segundo,Los Chañaritos,14119110,6,0,0,32,0,0,0,31,69
CORDOBA,Río Segundo,Luque,14119120,42,637,0,431,0,0,0,20,1130
CORDOBA,Río Segundo,Manfredi,14119130,69,0,0,4,0,0,0,0,73
CORDOBA,Río Segundo,Oncativo,14119150,2491,73,0,152,0,0,0,436,3152
CORDOBA,Río Segundo,Pilar,14119160,1875,0,0,207,377,2,0,1402,3863
CORDOBA,Río Segundo,Pozo del Molle,14119170,0,1892,0,0,0,0,0,0,1892
CORDOBA,Río Segundo,Rincón,14119180,0,135,0,0,0,0,0,17,152
CORDOBA,Río Segundo,Río Segundo,14119190,2302,0,0,510,580,0,0,1404,4796
CORDOBA,Río Segundo,Santiago Temple,14119200,94,653,0,0,0,1,0,81,829
CORDOBA,Río Segundo,Villa del Rosario,14119210,139,7257,0,1,0,0,0,71,7468
CORDOBA,Río Segundo,Calchín,14119010,0,985,0,0,0,0,0,0,985
CORDOBA,San Alberto,Arroyo Los Patos,14126020,0,40,0,20,0,0,0,5,65
CORDOBA,San Alberto,El Huayco,14126030,66,0,0,0,0,0,0,6,72
CORDOBA,San Alberto,La Cortadera,14126040,0,0,0,1,0,0,0,0,1
CORDOBA,San Alberto,Las Calles,14126050,0,0,0,12,0,0,0,47,59
CORDOBA,San Alberto,Las Rabonas,14126070,0,0,0,15,0,0,0,32,47
CORDOBA,San Alberto,Mina Clavero,14126090,1783,302,0,187,0,0,0,0,2272
CORDOBA,San Alberto,Nono,14126110,208,30,0,122,0,0,0,35,395
CORDOBA,San Alberto,San Huberto,14126130,0,0,0,3,0,0,0,27,30
CORDOBA,San Alberto,San Lorenzo,14126140,0,0,0,0,0,0,0,20,20
CORDOBA,San Alberto,San Pedro,14126160,0,0,0,6,0,0,0,403,409
CORDOBA,San Alberto,San Vicente,14126170,0,0,0,6,0,0,0,33,39
CORDOBA,San Alberto,Sauce Arriba,14126180,0,0,0,0,0,0,0,21,21
CORDOBA,San Alberto,Villa Cura Brochero,14126200,0,180,0,125,0,0,0,3,308
CORDOBA,San Alberto,Villa Sarmiento,14126210,1,0,0,0,0,0,0,423,424
CORDOBA,San Javier,Conlara,14133010,0,0,0,0,0,0,0,24,24
CORDOBA,San Javier,Cruz Caña,14133030,0,0,0,0,0,0,0,41,41
CORDOBA,San Javier,Dos Arroyos,14133040,0,0,0,0,0,0,0,5,5
CORDOBA,San Javier,El Pantanillo,14133050,0,0,0,0,0,0,0,4,4
CORDOBA,San Javier,La Paz,14133060,0,0,0,0,0,1,0,268,269
CORDOBA,San Javier,La Población,14133070,0,0,0,0,0,0,0,78,78
CORDOBA,San Javier,La Ramada,14133080,0,0,0,0,0,0,0,14,14
CORDOBA,San Javier,La Travesía,14133090,0,0,0,0,0,0,0,49,49
CORDOBA,San Javier,Las Chacras,14133095,0,0,0,2,0,0,0,0,2
CORDOBA,San Javier,Las Tapias,14133100,0,0,0,0,0,0,0,251,251
CORDOBA,San Javier,Loma Bola,14133105,0,0,0,0,0,0,0,20,20
CORDOBA,San Javier,Los Cerrillos,14133110,0,0,0,0,0,0,0,64,64
CORDOBA,San Javier,Los Hornillos,14133120,266,0,0,0,0,0,0,43,309
CORDOBA,San Javier,Los Molles,14133130,0,0,0,0,0,0,0,36,36
CORDOBA,San Javier,Los Romeros,14133040,0,0,0,0,0,0,0,9,9
CORDOBA,San Javier,Luyaba,14133150,0,0,0,0,0,0,0,124,124
CORDOBA,San Javier,Quebracho Ladeado,14133155,0,0,0,0,0,0,0,10,10
CORDOBA,San Javier,Quebrada de los Pozos,14133160,0,0,0,0,0,1,0,81,82
CORDOBA,San Javier,San Javier y Yacanto,14133170,0,0,0,0,0,0,0,280,280
CORDOBA,San Javier,San José,14133180,0,0,0,0,0,0,0,69,69
CORDOBA,San Javier,Villa de las Rosas,14133190,0,0,0,0,0,0,0,329,329
CORDOBA,San Javier,Villa Dolores,14133200,827,779,0,5177,0,0,0,2167,8950
CORDOBA,San Javier,Villa La Viña,14133210,0,0,0,0,0,0,0,6,6
CORDOBA,San Justo,Alicia,14140010,0,337,0,871,0,63,0,0,1271
CORDOBA,San Justo,Altos de Chipión,14140020,606,0,0,0,0,1,0,0,607
CORDOBA,San Justo,Arroyito,14140030,486,5602,0,3417,0,1,61,103,9670
CORDOBA,San Justo,Brinkmann,14140050,168,0,0,2547,0,0,0,0,2715
CORDOBA,San Justo,Colonia Anita,14140060,0,0,0,0,0,0,0,4,4
CORDOBA,San Justo,Colonia Las Pichanas,14140080,0,0,0,0,0,0,0,43,43
CORDOBA,San Justo,Colonia Marina,14140090,0,39,0,352,0,1,0,128,520
CORDOBA,San Justo,Colonia San Bartolomé,14140110,0,0,0,0,0,0,0,403,403
CORDOBA,San Justo,Devoto,14140160,555,0,0,2,1,0,0,0,558
CORDOBA,San Justo,El Arañado,14140170,0,479,0,0,0,1,0,66,546
CORDOBA,San Justo,El Fuertecito,14140190,0,0,0,0,0,0,0,9,9
CORDOBA,San Justo,El Tío,14140200,27,526,0,126,0,0,0,0,679
CORDOBA,San Justo,Estación Luxardo,14140210,0,0,0,0,0,0,0,36,36
CORDOBA,San Justo,Freyre,14140220,253,2167,0,214,0,0,0,74,2708
CORDOBA,San Justo,La Francia,14140230,620,0,0,495,0,0,0,119,1234
CORDOBA,San Justo,La Tordilla,14140250,435,0,0,0,0,0,0,45,480
CORDOBA,San Justo,Las Varillas,14140270,450,0,0,6965,0,1,0,0,7416
CORDOBA,San Justo,Marull,14140280,0,0,0,626,0,1,0,145,772
CORDOBA,San Justo,Miramar,14140290,0,1038,0,0,0,0,0,116,1154
CORDOBA,San Justo,Morteros,14140300,193,0,0,6554,0,0,0,0,6747
CORDOBA,San Justo,Plaza Luxardo,14140310,0,0,0,0,0,0,0,6,6
CORDOBA,San Justo,Plaza San Francisco,14140320,0,0,0,0,0,0,0,9,9
CORDOBA,San Justo,Porteña,14140330,804,0,0,1123,0,0,0,70,1997
CORDOBA,San Justo,Quebracho Herrado,14140340,0,0,0,0,0,0,0,22,22
CORDOBA,San Justo,Sacanta,14140350,0,923,0,257,0,1,0,120,1301
CORDOBA,San Justo,San Francisco,14140360,2954,16500,0,7,60,0,0,1226,20747
CORDOBA,San Justo,Saturnino María Laspiur,14140370,0,758,0,0,0,1,0,0,759
CORDOBA,San Justo,Tránsito,14140400,71,0,0,0,0,0,0,106,177
CORDOBA,San Justo,Villa Concepción del Tío,14140420,0,245,0,0,0,0,0,132,377
CORDOBA,San Justo,Villa San Esteban,14140440,0,0,0,0,0,0,0,28,28
CORDOBA,San Justo,Toro Pujio,14140390,77,0,0,0,0,0,0,0,77
CORDOBA,San Justo,Colonia Vignaud,14140150,94,0,0,102,0,0,0,0,196
CORDOBA,San Justo,Seeber,14140380,66,0,0,0,0,0,0,0,66
CORDOBA,San Justo,El Fortín,14140180,0,449,0,0,0,0,0,71,520
CORDOBA,San Justo,Las Varas,14140260,0,0,0,148,11,0,0,0,159
CORDOBA,San Justo,Villa del Tránsito,14140430,0,0,0,0,0,0,0,65,65
CORDOBA,San Justo,La Paquita,14140240,220,0,0,0,2,0,0,126,348
CORDOBA,San Justo,Transito,Sin Datos,0,943,0,133,0,0,0,0,1076
CORDOBA,Santa María,Alta Gracia,14147010,3150,1434,0,11382,0,0,0,327,16293
CORDOBA,Santa María,Anisacate,14147020,386,0,0,0,0,0,0,107,493
CORDOBA,Santa María,Despeñaderos,14147080,1287,0,0,236,0,0,0,158,1681
CORDOBA,Santa María,La Cumbrecita,14147280,0,0,0,0,0,0,0,2,2
