Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
TUCUMAN,Cruz Alta,Las Cejas,--,--,--,--,SI,SI,--,--,SI
TUCUMAN,Cruz Alta,Lastenia,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Cruz Alta,Lastenia,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Cruz Alta,Los Gutierrez,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Cruz Alta,Los Ralos,--,--,--,--,--,--,SI,SI,--
TUCUMAN,Cruz Alta,Pacará,--,--,--,--,--,--,--,SI,--
TUCUMAN,Cruz Alta,Ranchillos,--,--,--,--,SI,SI,SI,SI,--
CABA,COMUNA 04,BARRACAS,SI,SI,SI,SI,SI,SI,SI,SI,SI
TUCUMAN,Leales,Bella Vista,SI,--,--,SI,SI,SI,SI,SI,--
TUCUMAN,Leales,Estación Aráoz,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Leales,Los Puestos,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Leales,Manuel García Fernández,SI,--,--,--,--,--,SI,--,--
TUCUMAN,Leales,Pala Pala,--,--,--,--,SI,--,SI,SI,SI
TUCUMAN,Leales,Río Colorado,--,--,--,--,SI,SI,--,SI,--
TUCUMAN,Leales,Santa Rosa de Leales,--,--,--,--,SI,SI,SI,SI,--
CABA,COMUNA 01,MONSERRAT,SI,SI,SI,SI,SI,SI,SI,SI,SI
TUCUMAN,Monteros,Villa Quinteros,SI,--,--,--,SI,SI,SI,SI,--
TUCUMAN,Río Chico,Aguilares,SI,--,--,--,SI,SI,SI,SI,--
TUCUMAN,Río Chico,Ingenio Santa Barbara,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Río Chico,Los Sarmientos,SI,--,--,--,--,--,SI,--,--
TUCUMAN,Río Chico,Río Chico,--,--,--,--,--,--,--,--,--
TUCUMAN,Río Chico,Santa Ana,SI,--,--,--,SI,--,SI,--,--
TUCUMAN,Río Chico,Villa Clodomiro Hileret,--,--,--,--,--,--,--,--,--
TUCUMAN,Simoca,Atahona,--,--,--,--,SI,SI,--,SI,--
CABA,COMUNA 04,BOCA,SI,SI,SI,SI,SI,SI,SI,SI,SI
SANTIAGO DEL ESTERO,Aguirre,Argentina,--,--,--,SI,SI,--,--,--,--
SANTIAGO DEL ESTERO,Aguirre,Casares,--,--,--,SI,--,--,--,--,--
SANTIAGO DEL ESTERO,Aguirre,Malbrán,SI,--,--,SI,SI,SI,SI,--,SI
SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),--,SI,--,--,SI,SI,SI,SI,SI
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,--,--,--,SI,SI,--,SI,SI,SI
SANTIAGO DEL ESTERO,Alberdi,Coronel Manuel L. Rico,--,--,--,--,--,--,--,--,SI
CABA,COMUNA 04,NUEVA POMPEYA,SI,SI,SI,SI,SI,SI,SI,SI,SI
SANTA FE,La Capital,San José del Rincón,SI,SI,--,SI,SI,SI,SI,--,SI
SANTA FE,La Capital,Santa Fe,SI,SI,SI,SI,SI,SI,SI,SI,SI
CABA,COMUNA 04,PARQUE PATRICIOS,SI,SI,SI,SI,SI,SI,SI,SI,SI
SANTA FE,La Capital,Santo Tomé,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,La Capital,Sauce Viejo,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,La Capital,Villa Adelina,--,--,--,--,SI,SI,--,--,--
SANTA FE,La Capital,Villa Laura (Est. Constituyentes),--,--,--,--,SI,--,--,--,--
SANTA FE,Las Colonias,Cavour,--,--,--,--,--,--,SI,SI,--
SANTA FE,Las Colonias,Cululú,--,--,--,--,--,--,SI,SI,--
CABA,COMUNA 05,ALMAGRO,SI,SI,SI,SI,SI,SI,SI,SI,SI
SANTA FE,General Obligado,Villa Guillermina,SI,SI,--,--,SI,SI,SI,SI,SI
SANTA FE,General Obligado,Villa Ocampo,SI,SI,--,--,SI,SI,SI,--,SI
SANTA FE,Iriondo,Barrio Cicarelli,--,--,--,--,--,--,--,SI,--
SANTA FE,Iriondo,Bustinza,SI,--,--,SI,SI,--,SI,SI,--
SANTA FE,Iriondo,Cañada de Gómez,SI,SI,--,SI,SI,SI,SI,SI,--
CABA,COMUNA 05,BOEDO,SI,SI,SI,SI,SI,SI,SI,SI,SI
SAN LUIS,Junín,La Lomita,--,--,--,--,--,--,--,--,--
SAN LUIS,Junín,Lafinur,--,--,--,--,--,--,--,SI,--
SAN LUIS,Junín,Las Palomas,--,--,--,--,--,--,--,--,--
SAN LUIS,Junín,Los Cajones,--,--,--,--,--,--,SI,SI,--
SAN LUIS,Junín,Los Lobos,--,--,--,--,--,--,--,--,--
SAN LUIS,Junín,Los Molles,--,--,--,SI,--,--,SI,SI,--
SAN LUIS,Junín,Merlo,SI,SI,--,SI,SI,SI,SI,SI,--
SAN LUIS,Junín,Ojo Del Rio,--,--,--,--,--,--,--,--,--
SAN LUIS,Junín,Santa Ana,--,--,--,--,--,--,--,--,--
CABA,COMUNA 06,CABALLITO,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,General Roca,Villa Alberdi,--,--,--,--,--,--,--,--,SI
RIO NEGRO,General Roca,Villa del Parque,--,--,--,--,--,--,--,--,--
RIO NEGRO,General Roca,Villa Manzano,--,--,--,--,SI,SI,SI,SI,SI
RIO NEGRO,General Roca,Villa Regina,SI,--,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,General Roca,Villa San Isidro,--,--,--,SI,--,SI,--,SI,--
RIO NEGRO,Ñorquincó,Las Bayas,--,--,--,--,--,--,--,--,--
RIO NEGRO,Ñorquincó,Mamuel Choique,--,--,--,SI,--,--,SI,--,--
RIO NEGRO,Ñorquincó,Ñorquincó,--,--,--,--,--,--,SI,--,SI
CABA,COMUNA 07,FLORES,SI,SI,SI,SI,SI,SI,SI,SI,SI
MENDOZA,Junín,Ingeniero Giagnoni,SI,--,SI,SI,SI,SI,SI,SI,--
MENDOZA,Junín,Junín,SI,--,SI,SI,SI,SI,SI,SI,--
MENDOZA,Junín,La Colonia,--,--,--,SI,SI,SI,--,SI,SI
MENDOZA,Junín,Los Barriales,SI,--,SI,--,SI,SI,SI,SI,--
MENDOZA,Junín,Medrano,--,--,--,--,--,--,--,SI,--
MENDOZA,Junín,Phillips,--,--,--,--,--,--,SI,SI,--
CABA,COMUNA 07,PARQUE CHACABUCO,SI,SI,SI,SI,SI,SI,SI,SI,SI
JUJUY,San Pedro,San Lucas,--,--,--,--,SI,SI,--,SI,--
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),SI,SI,--,SI,--,--,SI,SI,SI
JUJUY,San Pedro,Sauzal,--,--,--,--,--,--,--,--,--
JUJUY,SANTA BARBARA,El Fuerte,--,--,--,--,SI,--,SI,--,SI
JUJUY,SANTA BARBARA,El Piquete,SI,--,--,--,SI,SI,SI,SI,--
JUJUY,SANTA BARBARA,El Talar,--,--,--,--,--,--,SI,SI,SI
JUJUY,SANTA BARBARA,Palma Sola,--,--,--,--,SI,--,SI,SI,SI
CABA,COMUNA 08,VILLA LUGANO,SI,SI,SI,SI,SI,SI,SI,SI,SI
ENTRE RIOS,La Paz,La Paz,SI,SI,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,La Paz,Piedras Blancas,--,SI,--,SI,SI,--,SI,SI,--
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),--,SI,--,--,SI,SI,SI,SI,SI
ENTRE RIOS,La Paz,San Gustavo,--,--,--,SI,SI,SI,SI,SI,--
JUJUY,SANTA BARBARA,Puente Lavayén,--,--,--,--,--,--,--,--,--
CABA,COMUNA 08,VILLA SOLDATI,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Río Cuarto,Coronel Moldes,SI,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Cuarto,Elena,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Cuarto,La Carolina,SI,--,--,--,--,SI,SI,SI,SI
CORDOBA,Río Cuarto,La Cautiva,--,--,--,--,SI,--,SI,--,--
CORDOBA,Río Cuarto,La Gilda,--,--,--,--,--,--,--,--,--
CORDOBA,Río Cuarto,Las Acequias,SI,--,--,SI,SI,SI,SI,--,--
BUENOS AIRES,General Alvarado,Mar del Sur,--,--,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,General Alvarado,Mechongué,SI,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,General Alvarado,Miramar,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Alvear,General Alvear,--,--,--,--,SI,SI,SI,--,--
BUENOS AIRES,General Arenales,Arribeños,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,General Arenales,Ascensión,SI,SI,--,--,SI,SI,SI,SI,--
BUENOS AIRES,General Arenales,Estación Arenales,--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Arenales,Ferré,--,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,General Arenales,General Arenales,--,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,General Arenales,La Angelita,SI,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Morón,Castelar,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Morón,El Palomar,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Morón,Haedo,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Morón,Moron,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Morón,Villa Sarmiento,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Navarro,José Juan Almeyra,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Navarro,Las Marianas,--,--,--,--,--,--,--,SI,--
CABA,COMUNA 11,VILLA GENERAL MITRE,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Río Cuarto,Las Albahacas,SI,--,--,--,SI,--,SI,--,--
CORDOBA,Río Cuarto,Las Higueras,SI,SI,--,SI,SI,SI,SI,--,--
CORDOBA,Río Cuarto,Las Peñas,SI,--,--,--,SI,SI,SI,SI,--
CORDOBA,Río Cuarto,Las Vertientes,SI,--,--,SI,SI,SI,SI,--,--
CORDOBA,Río Cuarto,Malena,--,--,--,--,SI,--,SI,--,--
CORDOBA,Río Cuarto,Monte de los Gauchos,--,--,--,--,SI,--,SI,--,--
CORDOBA,Río Cuarto,Paso del Durazno,--,--,--,--,SI,--,--,--,--
CORDOBA,Río Cuarto,Río Cuarto,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Río Cuarto,Sampacho,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Cuarto,San Basilio,SI,--,--,SI,SI,SI,SI,--,SI
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),SI,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Cuarto,Suco,--,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Cuarto,Tosquitas,--,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Cuarto,Vicuña Mackenna,SI,SI,--,SI,SI,SI,SI,--,SI
CORDOBA,Río Cuarto,Villa El Chacay,--,--,--,--,SI,--,SI,--,--
CORDOBA,Río Cuarto,Villa Santa Eugenia,--,--,--,--,--,--,--,--,--
CORDOBA,Río Cuarto,Washington,--,--,--,--,SI,SI,SI,SI,--
CORDOBA,Río Primero,Atahona,--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,Cañada de Machado,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,La Paz,Santa Elena,SI,SI,--,--,SI,SI,SI,SI,--
ENTRE RIOS,La Paz,Sir Leonard,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Nogoyá,Aranguren,--,SI,--,--,SI,--,SI,SI,SI
ENTRE RIOS,Nogoyá,Betbeder,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Nogoyá,Don Cristóbal,--,--,--,--,--,--,SI,SI,--
ENTRE RIOS,Nogoyá,Febré,--,--,--,--,--,--,SI,SI,--
ENTRE RIOS,Nogoyá,Hernández,SI,--,--,--,SI,SI,SI,SI,SI
ENTRE RIOS,Nogoyá,Lucas González,SI,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Nogoyá,Nogoyá,SI,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Nogoyá,XX de Setiembre,--,--,--,--,--,--,SI,SI,--
ENTRE RIOS,Paraná,Aldea María Luisa,--,--,--,--,SI,--,SI,SI,--
ENTRE RIOS,Paraná,Aldea San Juan,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Paraná,Aldea San Rafael,--,--,--,--,--,--,SI,SI,--
ENTRE RIOS,Paraná,Aldea Santa María,--,--,--,--,--,--,SI,--,--
ENTRE RIOS,Paraná,Aldea Santa Rosa,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Paraná,Cerrito,SI,SI,--,--,SI,SI,SI,SI,SI
JUJUY,Susques,Puesto Sey,--,--,--,SI,--,--,--,--,--
JUJUY,Susques,San Juan de Quillaqués,--,--,--,SI,--,--,SI,--,SI
JUJUY,Susques,Susques,--,--,--,SI,SI,--,SI,SI,SI
JUJUY,Tilcara,Colonia San José,--,--,--,--,--,--,--,--,--
JUJUY,Tilcara,Huacalera,--,--,--,SI,--,--,--,--,--
JUJUY,Tilcara,Juella,--,--,--,--,--,--,SI,--,--
JUJUY,Tilcara,Maimará,--,--,--,SI,SI,--,SI,SI,SI
JUJUY,Tilcara,Tilcara,--,--,--,SI,SI,SI,SI,SI,SI
JUJUY,Tilcara,Yacoraite,--,--,--,--,--,--,--,--,--
JUJUY,Tumbaya,Bárcena,--,--,--,--,--,--,--,SI,--
JUJUY,Tumbaya,El Moreno,--,--,--,--,--,--,--,--,--
JUJUY,Tumbaya,Puerta de Colorados,--,--,--,--,--,--,--,--,--
JUJUY,Tumbaya,Purmamarca,SI,--,--,--,SI,--,SI,SI,--
JUJUY,Tumbaya,Tumbaya,--,--,--,--,SI,--,SI,SI,--
JUJUY,Tumbaya,Volcán,--,--,--,--,SI,--,SI,SI,--
JUJUY,Valle Grande,Caspalá,--,--,--,--,--,--,--,--,--
JUJUY,Valle Grande,Pampichuela,--,--,--,--,--,--,SI,--,--
JUJUY,Valle Grande,San Francisco,--,--,--,--,--,--,SI,--,--
JUJUY,Valle Grande,Santa Ana,--,--,--,--,--,--,SI,--,SI
JUJUY,Valle Grande,Valle Colorado,--,--,--,--,--,--,SI,--,--
JUJUY,Valle Grande,Valle Grande,--,--,--,--,--,--,SI,--,--
LA PAMPA,Capital,Anguil,--,SI,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Capital,Santa Rosa,SI,SI,SI,SI,SI,SI,SI,SI,SI
LA PAMPA,Catriló,Catriló,--,SI,SI,SI,SI,SI,SI,--,SI
LA PAMPA,Catriló,La Gloria,--,--,--,--,--,--,--,--,--
LA PAMPA,Catriló,Lonquimay,--,SI,--,SI,SI,SI,SI,--,SI
LA PAMPA,Catriló,Uriburu,--,SI,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Chalileo,Santa Isabel,--,--,SI,--,--,SI,SI,SI,SI
LA PAMPA,Chapaleufú,Bernardo Larroude,--,--,SI,SI,--,--,SI,SI,SI
LA PAMPA,Chapaleufú,Ceballos,--,--,--,SI,--,--,SI,SI,SI
SANTIAGO DEL ESTERO,Capital,Vuelta de la Barranca,--,--,--,--,SI,SI,--,SI,--
MENDOZA,Junín,Rodríguez Peña,--,--,--,--,SI,--,SI,SI,--
MENDOZA,La Paz,Desaguadero,--,--,--,--,SI,SI,SI,--,--
MENDOZA,La Paz,La Paz,SI,--,--,SI,SI,SI,SI,SI,--
MENDOZA,La Paz,Villa Antigua,--,--,--,--,--,--,--,--,--
MENDOZA,Las Heras,Blanco Encalada,--,--,--,--,--,--,SI,--,--
MENDOZA,Las Heras,Capdeville,--,--,--,--,SI,--,--,--,--
MENDOZA,Las Heras,El Algarrobal,--,--,--,--,SI,SI,--,--,--
MENDOZA,Las Heras,El Borbollon,--,--,--,--,SI,SI,--,--,--
MENDOZA,Las Heras,EL CHALLAO,--,--,--,SI,--,--,--,--,--
MENDOZA,Las Heras,EL PLUMERILLO,--,--,--,SI,SI,SI,--,--,--
MENDOZA,Las Heras,EL RESGUARDO,--,--,--,SI,--,SI,--,--,--
MENDOZA,Las Heras,EL ZAPALLAR,--,--,--,SI,SI,SI,--,--,--
MENDOZA,Las Heras,Jocolí,--,--,--,--,SI,SI,SI,--,--
MENDOZA,Las Heras,La Cieneguita,--,--,--,--,SI,SI,--,--,--
MENDOZA,Las Heras,Las Cuevas,--,--,--,--,SI,SI,--,--,--
RIO NEGRO,San Antonio,Las Grutas,SI,--,SI,SI,SI,SI,SI,--,SI
RIO NEGRO,San Antonio,Playas Doradas,--,--,--,--,--,--,--,SI,--
RIO NEGRO,San Antonio,Puerto San Antonio Este,SI,--,--,SI,--,--,SI,SI,SI
RIO NEGRO,San Antonio,Punta Colorada,--,--,--,--,--,--,--,SI,--
RIO NEGRO,San Antonio,Saco Viejo,--,--,--,--,--,--,--,SI,--
RIO NEGRO,San Antonio,San Antonio Oeste,SI,--,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,San Antonio,Sierra Grande,SI,--,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,Valcheta,Aguada Cecilio,--,--,--,SI,--,--,--,--,--
RIO NEGRO,Valcheta,Arroyo Los Berros,--,--,--,--,--,--,--,--,SI
RIO NEGRO,Valcheta,Arroyo Ventana,--,--,--,--,--,--,SI,--,SI
RIO NEGRO,Valcheta,Nahuel Niyeu,--,--,--,SI,--,--,--,--,--
RIO NEGRO,Valcheta,Sierra Pailemán,--,--,--,--,--,--,SI,--,SI
RIO NEGRO,Valcheta,Valcheta,--,--,--,SI,SI,--,SI,SI,SI
SALTA,Anta,Apolinario Saravia,--,SI,--,SI,SI,SI,SI,SI,SI
SALTA,Anta,Ceibalito,--,--,--,SI,--,--,--,--,--
SAN LUIS,Junín,Santa Rosa del Conlara,SI,--,--,SI,SI,SI,SI,SI,--
SAN LUIS,Junín,Talita,--,--,--,--,--,--,--,SI,SI
SAN LUIS,La Capital,Alto Pelado,--,--,--,--,--,--,--,SI,--
SAN LUIS,La Capital,Alto Pencoso,--,--,--,SI,SI,--,SI,SI,--
SAN LUIS,La Capital,Balde,--,--,--,SI,SI,--,--,SI,SI
SAN LUIS,La Capital,Beazley,--,--,--,--,--,--,--,SI,--
SAN LUIS,La Capital,Boca Del Tigre,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,Cazador,--,--,--,--,--,--,--,SI,--
SAN LUIS,La Capital,Cerro Colorado,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,Charlone,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,Chosmes,--,--,--,--,SI,SI,--,SI,--
SAN LUIS,La Capital,CRUZ DE PIEDRA,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,Daniel Donovan,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,Desaguadero,--,--,--,SI,--,--,--,SI,--
SAN LUIS,La Capital,El Charabon,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,El Chorrillo,--,--,--,--,SI,SI,--,--,--
SAN LUIS,La Capital,El Volcán,--,SI,--,SI,--,--,SI,SI,--
SAN LUIS,La Capital,Estancia Grande,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,Jarilla,--,--,--,--,--,--,--,SI,--
SAN LUIS,La Capital,Juan W. Gez,--,--,--,--,--,--,--,--,--
SAN LUIS,La Capital,Juana Koslay,SI,--,SI,SI,--,--,SI,SI,--
SAN LUIS,Libertador Grl. San Martín,La Cocha,--,--,--,--,--,--,--,--,--
SAN LUIS,Libertador Grl. San Martín,La Ramada,--,--,--,--,--,--,--,SI,--
SANTA FE,Iriondo,Carrizales (Est. Clarke),SI,SI,--,--,SI,--,SI,--,--
SANTA FE,Iriondo,Classon,--,--,--,SI,SI,SI,SI,SI,--
SANTA FE,Iriondo,Colonia Médici,--,--,--,--,--,--,--,SI,--
SANTA FE,Iriondo,Correa,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Iriondo,Larguía,--,--,--,--,--,--,--,SI,--
SANTA FE,Iriondo,Lucio V. López,--,SI,--,--,SI,--,SI,SI,--
SANTA FE,Iriondo,Oliveros,SI,--,--,SI,SI,SI,--,--,SI
SANTA FE,Iriondo,Pueblo Andino,--,SI,--,--,SI,SI,SI,SI,--
SANTA FE,Iriondo,Salto Grande,SI,--,--,--,SI,SI,SI,SI,--
SANTA FE,Iriondo,Serodino,SI,--,--,SI,SI,--,SI,SI,--
SANTA FE,Iriondo,Totoras,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,Iriondo,Villa Eloísa,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,Iriondo,Villa La Rivera (Oliveros),--,--,--,--,--,--,--,SI,--
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),--,--,--,--,--,--,--,SI,SI
SANTIAGO DEL ESTERO,Alberdi,Donadeu,--,--,--,SI,--,--,--,--,--
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,--,--,--,SI,SI,--,SI,--,SI
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,--,--,--,SI,--,--,--,SI,--
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,--,--,--,SI,SI,--,--,--,SI
SANTIAGO DEL ESTERO,Atamisqui,Medellín,--,--,--,SI,--,--,--,SI,SI
SANTIAGO DEL ESTERO,Atamisqui,Villa Atamisqui,--,--,--,SI,SI,SI,SI,SI,SI
SANTIAGO DEL ESTERO,Avellaneda,Colonia Dora,SI,SI,--,SI,SI,SI,SI,SI,SI
SANTIAGO DEL ESTERO,Avellaneda,Herrera,--,SI,--,SI,SI,SI,SI,--,SI
SANTIAGO DEL ESTERO,Avellaneda,Icaño,--,SI,--,SI,SI,--,SI,SI,SI
SANTIAGO DEL ESTERO,Avellaneda,Lugones,--,SI,--,SI,SI,SI,SI,--,SI
SANTIAGO DEL ESTERO,Avellaneda,Real Sayana,--,SI,--,SI,SI,SI,--,--,--
TUCUMAN,Cruz Alta,San Andrés,SI,--,--,SI,SI,--,SI,--,--
TUCUMAN,Cruz Alta,Villa Recaste,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Cruz Alta,Villa Tercera,--,--,--,--,--,--,--,--,--
TUCUMAN,Famaillá,Barrio Casa Rosada,--,--,--,--,SI,--,--,--,--
TUCUMAN,Famaillá,Campo de Herrera,--,--,--,--,SI,--,--,--,--
TUCUMAN,Famaillá,Ex Ingenio Nueva Baviera,--,--,--,--,SI,SI,--,--,--
TUCUMAN,Famaillá,Famaillá,SI,--,--,SI,SI,SI,SI,SI,SI
TUCUMAN,Famaillá,Ingenio Fronterita,--,--,--,--,--,--,--,--,--
TUCUMAN,Graneros,Graneros,--,--,--,--,SI,SI,SI,SI,SI
TUCUMAN,Graneros,Lamadrid,--,--,--,SI,SI,SI,SI,SI,SI
TUCUMAN,Graneros,Taco Ralo,--,--,--,--,SI,SI,SI,SI,--
TUCUMAN,Juan Bautista Alberdi,Juan Bautista Alberdi,SI,--,--,--,SI,SI,SI,--,SI
TUCUMAN,Juan Bautista Alberdi,Villa Belgrano,--,--,--,--,--,--,SI,--,--
TUCUMAN,La Cocha,La Cocha,SI,--,--,--,SI,SI,SI,SI,SI
TUCUMAN,La Cocha,San José de La Cocha,--,--,--,--,--,--,--,SI,SI
SANTA FE,Rosario,Pérez,SI,--,--,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,Piñero (Est. Erasto),--,SI,--,SI,SI,--,--,--,--
SANTA FE,Rosario,Pueblo Esther,SI,--,--,SI,SI,SI,SI,--,SI
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),--,SI,--,--,SI,--,SI,--,--
SANTA FE,Rosario,Pueblo Uranga,SI,--,--,SI,SI,--,SI,SI,--
SANTA FE,Rosario,Puerto Arroyo Seco,--,--,--,--,SI,--,--,--,--
SANTA FE,Rosario,Rosario,SI,SI,SI,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,Soldini,SI,SI,--,--,SI,SI,SI,--,--
SANTA FE,Rosario,Villa Amelia,SI,SI,--,SI,--,--,SI,SI,--
SANTA FE,Rosario,Villa del Plata,--,--,--,SI,--,--,SI,--,--
SANTA FE,Rosario,Villa Gobernador Gálvez,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Rosario,Zavalla,SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,San Cristóbal,Aguará Grande,--,--,--,--,--,--,--,SI,SI
SANTA FE,San Cristóbal,Ambrosetti,--,--,--,--,SI,--,SI,SI,SI
SANTA FE,San Cristóbal,Arrufo,SI,SI,--,SI,SI,SI,SI,--,--
SANTA FE,San Cristóbal,Balneario La Verde,--,--,--,--,--,--,--,--,SI
SANTA FE,San Cristóbal,Capivara,--,--,--,--,--,--,--,--,SI
SANTA FE,San Cristóbal,Ceres,SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,San Cristóbal,Colonia Ana,--,--,--,--,--,--,--,SI,--
SANTA FE,San Cristóbal,Colonia Bossi,SI,--,--,SI,SI,--,--,SI,--
SANTA FE,San Cristóbal,Colonia Rosa,--,--,--,--,SI,--,--,SI,--
SANTA FE,San Cristóbal,Constanza,--,--,--,--,--,--,SI,--,--
SANTA FE,San Cristóbal,Curupaity,--,--,--,--,--,--,--,SI,--
SANTA FE,Castellanos,Bauer y Sigel,SI,--,--,--,--,--,SI,SI,--
SANTA FE,Castellanos,Bella Italia,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Castellanos,Castellanos,--,SI,--,--,--,--,SI,SI,--
SANTA FE,Castellanos,Colonia Bicha,SI,--,--,SI,SI,--,--,--,--
SANTA FE,Castellanos,Colonia Cello,--,--,--,--,SI,--,SI,SI,--
SANTA FE,Castellanos,Colonia Margarita,--,SI,--,--,--,--,SI,--,--
SANTA FE,Castellanos,Colonia Raquel,SI,--,--,SI,--,--,SI,SI,--
SANTA FE,Castellanos,Coronel Fraga,--,--,--,--,--,--,SI,SI,--
SANTA FE,Castellanos,Egusquiza,--,--,--,--,SI,--,--,--,--
SANTA FE,Castellanos,Esmeralda,--,SI,--,--,SI,--,SI,--,--
SANTA FE,Castellanos,Estación Clucellas,--,SI,--,--,SI,--,SI,SI,--
SANTA FE,Castellanos,Estacion Presidente Roca,--,--,--,--,--,--,--,--,--
SANTA FE,Castellanos,Estación Saguier,--,SI,--,--,--,--,--,SI,--
SANTA FE,Castellanos,Eusebia y Carolina,SI,--,--,SI,SI,--,--,--,--
SANTA FE,Castellanos,Eustolia,--,--,--,--,--,--,--,SI,--
SANTA FE,Castellanos,Frontera,--,--,--,SI,SI,SI,--,--,--
SANTA FE,Castellanos,Garibaldi,--,--,--,--,--,--,SI,--,--
SANTIAGO DEL ESTERO,Capital,Yanda,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,General Arenales,La Trinidad,--,SI,--,SI,--,--,--,SI,--
BUENOS AIRES,General Belgrano,General Belgrano,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Belgrano,Gorchs,--,--,--,--,SI,SI,SI,SI,SI
BUENOS AIRES,General Guido,General Guido,--,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,General Guido,Labarden,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,General Juan Madariaga,Barrio Kennedy,--,--,--,--,SI,SI,--,--,--
