Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
BUENOS AIRES,Almirante Brown,San Jose,6028010,,,,3.0,,,1.0,,,,,,,,,2.0,,,4.0,100.0,,,,,,472.0,,,,,,,,,,,56.0,,,,,,22.0,,,,,5.0,,,,,,,,,,,,,,58.0,,,,,,,3.458,,,,,,,644.0,,,
BUENOS AIRES,AMBA,OTROS,Sin Datos,0.0,,,13.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Arrecifes,Arrecifes,6077010,2.0,,,1.0,,,6.0,137.0,,,275.0,,,1.009,,165.0,449.0,,,67.0,,,,285.0,,9.0,,,,,,,450.0,,,,3.372,,,,,,,,,,,3.0,,,,,,,,,,,,,,850.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Arrecifes,Todd,6077020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Arrecifes,Viña,6077030,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Avellaneda,Avellaneda,6035010,24.0,,,8.0,5.0,,43.0,43.0,,,1.0,,,33.0,,288.0,,,10.0,40.0,,,,397.0,,295.0,,,,,,,803.0,,,,69.0,,,,,,8.0,,,,,2.896,,,,,,,,,,,,,,2.634,,,,,,,712.0,,,,,,,188.0,,,
BUENOS AIRES,Avellaneda,Crucesita,6035010,,,,,,,1.0,1.0,,,,,,1.0,,6.0,,,4.0,18.0,,,,3.0,,174.0,,,,,,,1.0,,,,24.0,,,,,,8.0,,,,,12.0,,,,,,,,,,,,,,2.247,,,,,,,501.0,,,,,,,121.0,,,
BUENOS AIRES,Avellaneda,Dock Sud,6035010,2.0,,,1.0,,,5.0,6.0,,,,,,5.0,,,,,,269.0,,,,1.0,,58.0,,,,,,,,,,,270.0,,,,,23.0,1.0,,,,,4.0,,,,,,,,,,,,,,1.309,,,,,,,215.0,,,,,,,52.0,,,
BUENOS AIRES,Avellaneda,Gerli,6035010,,,,1.0,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,403.0,,,,,,,,,,,16.0,,,,,,14.0,,,,,6.0,,,,,,,,,,,,,,3.584,,,,,,,890.0,,,,,,,170.0,,,
BUENOS AIRES,Avellaneda,Pineyro,6035010,1.0,,,4.0,,,2.0,6.0,,,2.0,,,1.0,,4.0,,,8.0,,,,,2.0,,296.0,,,,,,,1.0,,,,14.0,,,,,,13.0,,,,,16.0,,,,,,,,1.0,,,,,,2.012,,,,,,,784.0,,,,,,,148.0,,,
BUENOS AIRES,Avellaneda,Sarandí,6035010,5.0,,,12.0,1.0,,35.0,5.0,,,4.0,,,2.0,,215.0,,,14.0,28.0,,,,128.0,,453.0,,,,,,,1.604,,,,86.0,,,,,,33.0,,,,,3.399,,,,,,,,,,,,,,6.612,,,,,,,1.407,,,,,,,278.0,,,
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,,,,5.0,,,8.0,14.0,,,18.0,,,142.0,,2.0,,,4.0,439.0,,,,3.0,,474.0,,,,,,,2.0,,,,71.0,,,,,,38.0,,,,,10.0,,,,,,,,,,,,,,5.662,,,,,,,1.993,,,,,,,377.0,,,
BUENOS AIRES,Avellaneda,Wilde,6035010,33.0,,,5.0,,,32.0,7.0,,,3.0,,,6.0,,116.0,,,9.0,39.0,,,,261.0,,645.0,,,,,,,1.663,,,,74.0,,,,,,33.0,,,,,3.083,,,,,,,,1.0,,,,,,8.03,,,,,,,1.956,,,,,,,406.0,,,
BUENOS AIRES,Ayacucho,Ayacucho,6042010,,,,,,,7.0,119.0,,,,,,,,109.0,,,,20.0,,,,752.0,,,,,,,,,1.202,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ayacucho,La Constancia,6042020,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ayacucho,Solanet,6042030,,,,,,,,17.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ayacucho,Udaquiola,6042040,,,,,1.0,,,31.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Azul,Azul,6049020,15.0,,,9.0,,,55.0,171.0,,,819.0,,,,,754.0,,,121.0,2.0,,,,951.0,,129.0,,,,,,,684.0,,,,13.0,,,,,,,,,,,15.0,,,,,,,,2.0,,,,,,1.409,,,,,,,,,,,,,,,,,
BUENOS AIRES,Azul,Cacharí,6049030,,,,,,,,,,,458.0,,,,,,,,56.0,5.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Azul,Chillar,6049040,,,,,1.0,,,,,,8.0,,,,,,545.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,39.0,2.0,,19.0,1.0,,184.0,152.0,,,84.0,,,323.0,,1.714,200.0,,349.0,427.0,,7.0,,2.857,1.0,446.0,,3.0,58.0,,2.0,3.0,1.264,3.0,2.0,,60.0,,1.0,,,,22.0,,,,,1.614,,,,,,,,4.0,,,,,,26.071,,,,,,59.0,,,,,,,,,,,
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,6.0,,,,,,,,,,,,,,,,9.0,,1.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,,,,,,,2.0,,,,,,,,,24.0,,,,11.0,,,,48.0,,2.0,,,,,,,300.0,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,Balcarce,6063010,9.0,,,,,,24.0,,,,98.0,,,,,310.0,,,,327.0,,,,795.0,,249.0,,,1.0,,,,611.0,,,,3.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,1.754,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,Los Pinos,6063020,5.0,,,,,,,,,,5.0,,,,,,,,,17.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,Napaleofú,6063030,,,,,,,,38.0,,,,,,23.0,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,Ramos Otero,6063040,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,San Agustín,6063050,24.0,,,,,,,,,,8.0,,,,,,,,,25.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,,,,,,,,,,,1.0,,,,,,,,,18.0,,,,1.0,,15.0,,,,,,,4.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Baradero,Baradero,6070010,,,,1.0,,,,48.0,,,,,,1.001,,,,,1.0,604.0,,,,1.0,,770.0,,,,,,,66.0,,,,41.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Baradero,Irineo Portela,6070020,1.0,,,,,,,,,,,,,76.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Baradero,Santa Coloma,6070030,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,,,,,,,,,,,,,,153.0,,,,,,12.0,,,,,,85.0,,,,,,,18.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Barker,6084010,2.0,,,1.0,,,,20.0,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,4.0,,,1.0,,,,,,,,,,,,59.0,,,,,,,,428.0,,59.0,,,1.0,,,,914.0,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,López,6084030,,,,,,,,,,,,,,12.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,,,,1.0,,,,50.0,,,43.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berazategui,Berazategui,6091010,17.0,,,11.0,,,22.0,26.0,,,2.0,,,5.0,,75.0,34.0,,5.0,29.0,,,,108.0,,637.0,,,,,,,1.422,,,,40.0,,,,,,31.0,,,,,6.361,,,,,,,,,,,,,,12.58,,,,,,,3.942,,,,,,,843.0,,,
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,,,,11.0,,,3.0,,,,,,,,,2.0,,,,54.0,,,,,,22.0,,,,,,,2.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,11.266,,,,,,,26.0,,,,,,,5.0,,,
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,7.0,,38.0,,,,,,,8.0,,,,,,,,,,4.0,,,,,190.0,,,,,,,,,,,,,,1.053,,,,,,,439.0,,,,,,,81.0,,,
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,,,,,,,,8.0,,,5.0,,,3.0,,,2.0,,1.969,3.0,,,,,,68.0,,,,,,,17.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,659.0,,,,,,,84.0,,,
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,2.0,,,,,,4.0,1.0,,,1.0,,,2.0,,23.0,,,4.0,7.0,,,,31.0,,229.0,,,,,,,28.0,,,,15.0,,,,,,36.0,,,,,2.354,,,,,,,,,,,,,,5.149,,,,,,,1.391,,,,,,,349.0,,,
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,,,,,,,10.0,7.0,,,8.0,,,49.0,,77.0,,,,38.0,,,,97.0,,33.0,,,,,,,318.0,,,,29.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,2.215,,,,,,,473.0,,,,,,,65.0,,,
BUENOS AIRES,Berazategui,Pereyra,6091010,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,28.0,,,,,,,1.0,,,,,,,,,,
BUENOS AIRES,Berazategui,Plátanos,6091010,3.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,55.0,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.606,,,,,,,616.0,,,,,,,142.0,,,
BUENOS AIRES,Berazategui,Ranelagh,6091010,,,,1.0,,,7.0,4.0,,,,,,,,20.0,,,,42.0,,,,2.0,,93.0,,,,,,,8.0,,,,27.0,,,,,,5.0,,,,,5.756,,,,,,,,,,,,,,1.136,,,,,,,726.0,,,,,,,157.0,,,
BUENOS AIRES,Berazategui,Villa España,6091010,,,,1.0,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.487,,,,,,,315.0,,,,,,,64.0,,,
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,170.0,,,,,,,,,,,,,,,,,,,28.0,,,,9.0,,3.0,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Berisso,6098010,4.0,,,8.0,,,131.0,3.0,,,,,,4.0,,1.565,,,,275.0,,,,1.351,,46.0,,,88.0,,,,1.15,,,,25.0,,,,,,6.266,,,,,10.0,,,,,,,,,,,,,,1.386,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Villa Arguello,6098010,172.0,,,,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Villa Nueva,6098010,172.0,,,,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Villa Progreso,6098010,167.0,,,,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,116.0,,,,15.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Hale,6105010,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,OTROS,Sin Datos,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Pirovano,6105050,50.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,1.0,,,,,,13.0,,,,,,,,,347.0,,,2.0,,,,,403.0,,22.0,,,,,,,462.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Urdampilleta,6105070,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Bragado,6112010,,,,,,,15.0,1.0,,,93.0,,,125.0,,141.0,,,,,,,,232.0,,25.0,,,,,,,293.0,,,,2.0,,,,,,21.0,,,,,8.0,,,,,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Comodoro Py,6112020,,,,,,,,,,,,,,154.0,,,,,,44.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
BUENOS AIRES,Bragado,General O'Brien,6112030,,,,,,,,,,,321.0,,,,,,83.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Irala,6112040,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,,,,,,,,,,,,,,10.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Olascoaga,6112080,,,,,,,,,,,,,,21.0,,,,,,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Warnes,6112090,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,3.0,,,,,,7.0,5.0,,,27.0,,,46.0,,311.0,1.0,,149.0,,,,,580.0,,638.0,,,,,112.0,,1.046,,,,13.0,,,,15.0,,,,,,,3.0,,,,,,,,924.0,,,,,,112.0,,,,,,,,,,,,,92.0,,,,
BUENOS AIRES,Brandsen,Jeppener,6119070,7.0,,,,,,,23.0,,,45.0,,,44.0,,,,,378.0,,,,,69.0,,110.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Alto Los Cardales,6126010,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Campana,6126030,9.0,,,1.0,,,,123.0,,,2.0,,,265.0,,,,,7.0,433.0,,,,1.0,,1.182,,,,,,,160.0,,,,239.0,,,,,,915.0,,,,,37.0,,,,,,,,,,,,,,1.329,,,,,,,1.579,,,,,,,343.0,,,
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,1.0,,,
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,4.0,,,,,,16.0,,,,,,,,,106.0,,,,,,,,36.0,,41.0,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,30.0,,,,,,,25.0,,,
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,23.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Cañuelas,6134030,2.0,,,,1.0,,19.0,,,,,,,1.0,,302.0,,,2.0,1.0,,,,310.0,,529.0,,,,,,,611.0,,,,1.431,,,,,,1.0,,,,,18.0,,,,,,,,,,,,,,1.212,,,,,,,26.0,,,,,,,7.0,,,
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,1.0,,,,,,,,,,,,,,,,,,8.0,100.0,,,,,,263.0,,,,,,,,,,,2.0,,,,,,9.0,,,,,1.0,,,,,,,,,,,,,,36.0,,,,,,,928.0,,,,,,,203.0,,,
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,,,,2.0,,,,,,,,,,,,,,,,115.0,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,,,,,,,,,,,,,,,,,,,80.0,12.0,,12.0,,17.0,,618.0,,,,,,,56.0,,,,40.0,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,47.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,,,,,,,7.0,,,,,,,,,55.0,,,,,,,,29.0,,25.0,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,,,,,,,,,,,,,,89.0,,20.0,,,1.0,,,,,70.0,,299.0,,,,,,,92.0,,,,2.0,,,,,,47.0,,,,,3.0,,,,,,,,,,,,,,731.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Cadret,6147020,,,,,,,,5.0,,,,,,,,,,,,18.0,,,,19.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,,,,1.0,,,5.0,65.0,,,,,,,,157.0,,,,1.133,,,,1.263,,,,,509.0,,,,765.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,La Sofía,6147060,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,,,,20.0,,,,19.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,,,,,,,,,,,,,,108.0,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,,,,,,,,1.0,,,,,,,,,,,,17.0,,,,16.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Smith,6147100,,,,,,,,,,,,,,166.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1.0,,,,,,,39.0,,,210.0,,,1.356,,6.0,,,9.0,153.0,,31.0,,2.0,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Timote,6154040,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,,1.0,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,,,,,,,3.0,,,,,,,903.0,,46.0,,,,,,,,109.0,,5.0,,,,,,,232.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,3.0,
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Castelli,6168010,,,,2.0,,,,105.0,,,173.0,,,62.0,,,,,621.0,,,95.0,,21.0,,193.0,,,104.0,,,,240.0,,,,,,,,,,662.0,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Centro Guerrero,6168020,,,,,,,,,,,11.0,,,4.0,,,,,19.0,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Castilla,6210010,,,,,,,,,,,,,,52.0,,,,,,217.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Chacabuco,6210020,,,,,,,23.0,,,,,,,,,219.0,,,7.0,,,,,353.0,,66.0,,,,,,,344.0,,,,6.0,,,,,,,,,,,19.0,,,,,,,,,,,,,,1.007,,,,,,,,,,,,,,,,,
